date,stage_m,area_m2,depth_m
20190504,1089.251568,334256472,34.71072826
20190505,1089.410064,335275876,34.76346111
20190506,1089.519792,335981243.7,34.8000654
20190507,1089.653904,336843629.6,34.84492186
20190508,1089.754488,337490317.8,34.87862524
20190509,1089.85812,338156835.7,34.91343534
20190510,1089.970896,338882033,34.95137502
20190511,1090.089768,339646484.8,34.99142789
20190512,1090.20864,340410532,35.0316324
20190513,1090.312272,341077049.8,35.0667134
20190514,1090.428096,341821672.1,35.10601435
20190515,1090.507344,342331576.4,35.13292154
20190516,1090.595736,342899755.6,35.16301821
20190517,1090.687176,343487764.3,35.19417963
20190518,1090.809096,344271641.1,35.23582722
20190519,1090.964544,345271215.5,35.289043
20190520,1091.101704,346153026.3,35.3361225
20190521,1091.257152,347154219.5,35.38944882
20190522,1091.42784,348255774.8,35.44783871
20190523,1091.571096,349180077.6,35.49707234
20190524,1091.714352,350104380.4,35.54639833
20190525,1091.836272,350891090,35.58868229
20190526,1091.949048,351619120.1,35.62760246
20190527,1092.107544,352641761.7,35.68238618
20190528,1092.226416,353408641.6,35.72397419
20190529,1092.348336,354195351.2,35.76616576
20190530,1092.473304,355001890.4,35.80999219
20190531,1092.60132,355827854.5,35.85443586
20190601,1092.726288,356634393.7,35.89820792
20190602,1092.869544,357558696.6,35.94857337
20190603,1092.994512,358364831.1,35.99265118
20190604,1093.140816,359308963.5,36.04397489
20190605,1093.308456,360390689.2,36.10315367
20190606,1093.497432,361610008.1,36.17004945
20190607,1093.710792,362986749.9,36.24592654
20190608,1093.982064,364737421.5,36.34249926
20190609,1094.314296,366881043.3,36.46165657
20190610,1094.670912,369182087.8,36.5898924
20190611,1095.058008,371680214.5,36.72959365
20190612,1095.429864,374079597.8,36.86463117
20190613,1095.795624,376439726.6,36.99820115
20190614,1096.143096,378681687,37.12573245
20190615,1096.53324,381199238.6,37.26916139
20190616,1096.91424,383657706.1,37.41036099
20190617,1097.286096,386060326.9,37.54816528
20190618,1097.654904,388641414.2,37.66632533
20190619,1097.9658,390817410.8,37.76654078
20190620,1098.273648,392971959,37.8664576
20190621,1098.599784,395253983.4,37.97301298
20190622,1098.91068,397429980,38.07515802
20190623,1099.239864,399733452.7,38.18407356
20190624,1099.544664,401866957.3,38.28552995
20190625,1099.812888,403743891,38.37486901
20190626,1100.035392,405301122.7,38.44959241
20190627,1100.2518,406814648.4,38.52272812
20190628,1100.44992,408202721.3,38.58935491
20190629,1100.669376,409736481.3,38.66406277
20190630,1100.882736,411229772.6,38.73662651
20190701,1101.09,412682595.4,38.80709075
20190702,1101.300312,414151605.5,38.87941288
20190703,1101.528912,415754162.1,38.9576999
20190704,1101.763608,417397187.3,39.03839794
20190705,1101.992208,418995697,39.117909
20190706,1102.199472,420444472.8,39.18994528
20190707,1102.40064,421852780.1,39.25999007
20190708,1102.562184,422985900.9,39.31607973
20190709,1102.711536,424029990.8,39.36850055
20190710,1102.8426,424948628,39.4143051
20190711,1102.97976,425907733.8,39.46253412
20190712,1103.068152,426526903.4,39.49345161
20190713,1103.196168,427421259.5,39.53865749
20190714,1103.272368,427955445,39.56539601
20190715,1103.354664,428530099.1,39.59466142
20190716,1103.412576,428975253.7,39.61165669
20190717,1103.473536,429464923.8,39.62738122
20190718,1103.525352,429881750.4,39.64060554
20190719,1103.580216,430322858.1,39.65471981
20190720,1103.644224,430836809.3,39.67154604
20190721,1103.705184,431330526.2,39.68704833
20190722,1103.74176,431621900.2,39.69683646
20190723,1103.763096,431795915.1,39.70226323
20190724,1103.77224,431868758.6,39.7047063
20190725,1103.77224,431868758.6,39.7047063
20190726,1103.793576,432042773.6,39.70984129
20190727,1103.811864,432188460.6,39.71472126
20190728,1103.857584,432556724.8,39.72682029
20190729,1103.86368,432605287.1,39.72834843
20190730,1103.86368,432605287.1,39.72834843
20190731,1103.86368,432605287.1,39.72834843
20190801,1103.866728,432629568.3,39.72925493
20190802,1103.845392,432459600.2,39.72347776
20190803,1103.888064,432803583.3,39.73465602
20190804,1103.881968,432750974.1,39.73321582
20190805,1103.860632,432581006,39.72744183
20190806,1103.86368,432605287.1,39.72834843
20190807,1103.842344,432435319,39.72257058
20190808,1103.824056,432285585.2,39.71806786
20190809,1103.811864,432188460.6,39.71472126
20190810,1103.799672,432091335.9,39.71165863
20190811,1103.790528,432018492.4,39.70921799
20190812,1103.766144,431820196.3,39.70288725
20190813,1103.723472,431476213.2,39.69194405
20190814,1103.692992,431233401.6,39.68368733
20190815,1103.653368,430913699.7,39.67362715
20190816,1103.607648,430545435.4,39.66172294
20190817,1103.583264,430347139.3,39.65563527
20190818,1103.55888,430152890,39.64916896
20190819,1103.519256,429833188,39.63905781
20190820,1103.46744,429416361.5,39.62554324
20190821,1103.415624,428999534.9,39.61228994
20190822,1103.366856,428615083.2,39.59918541
20190823,1103.305896,428190162.9,39.57741172
20190824,1103.26932,427935210.7,39.5643844
20190825,1103.23884,427720727.1,39.55365549
20190826,1103.199216,427441493.8,39.53996011
20190827,1103.138256,427016573.5,39.5183565
20190828,1103.077296,426587606.3,39.49708455
20190829,1103.016336,426162686,39.47539491
20190830,1102.96452,425798468.6,39.45730733
20190831,1102.93404,425588031.9,39.44638532
20190901,1102.909656,425418063.8,39.43779001
20190902,1102.87308,425159064.7,39.42525941
20190903,1102.851744,425009330.9,39.41767261
20190904,1102.81212,424734144.4,39.40371537
20190905,1102.775544,424479192.3,39.39076825
20190906,1102.745064,424264708.7,39.3801549
20190907,1102.711536,424021897.1,39.36808842
20190908,1102.684104,423835741.5,39.35889599
20190909,1102.641432,423536273.9,39.34362271
20190910,1102.604856,423293462.3,39.33151451
20190911,1102.571328,423046603.8,39.31947696
20190912,1102.528656,422751183,39.30435455
20190913,1102.49208,422492184,39.29195501
20190914,1102.4616,422281747.3,39.28086509
20190915,1102.440264,422132013.5,39.27346757
20190916,1102.40064,421852780.1,39.25999007
20190917,1102.361016,421577593.6,39.2458254
20190918,1102.336632,421407625.5,39.23736009
20190919,1102.300056,421148626.5,39.22487979
20190920,1102.269576,420938189.8,39.21401398
20190921,1102.239096,420723706.2,39.20351438
20190922,1102.226904,420638722.1,39.19911882
20190923,1102.190328,420383769.9,39.18650831
20190924,1102.165944,420209755,39.17837227
20190925,1102.129368,419954802.8,39.16544257
20190926,1102.089744,419679616.3,39.15144575
20190927,1102.062312,419485367,39.14222917
20190928,1102.031832,419270883.4,39.13165646
20190929,1102.001352,419060446.7,39.12098949
20190930,1101.961728,418781213.4,39.10731148
20191001,1101.934296,418599104.7,39.09839401
20191002,1101.909912,418421042.8,39.08909072
20191003,1101.879432,418206559.3,39.07875881
20191004,1101.855048,418036591.1,39.07015731
20191005,1101.830664,417866623,39.06154881
20191006,1101.82152,417801873.3,39.05874554
20191007,1101.79104,417587389.7,39.04808733
20191008,1101.757512,417352671.8,39.03665086
20191009,1101.73008,417170563.1,39.02767202
20191010,1101.705696,416988454.4,39.01898114
20191011,1101.672168,416757783.4,39.00683709
20191012,1101.644736,416563534.1,38.99778454
20191013,1101.626448,416434034.6,38.99154734
20191014,1101.602064,416264066.5,38.98316992
20191015,1101.583776,416138613.8,38.97654465
20191016,1101.56244,415988880,38.96922486
20191017,1101.525864,415733927.8,38.95662903
20191018,1101.519768,415689412.3,38.95456947
20191019,1101.483192,415434460.2,38.94195557
20191020,1101.477096,415389944.7,38.93989295
20191021,1101.45576,415240210.9,38.93254675
20191022,1101.428328,415050008.5,38.92304681
20191023,1101.403944,414880040.3,38.91461339
20191024,1101.37956,414706025.4,38.90655271
20191025,1101.358224,414560338.4,38.89880263
20191026,1101.330792,414366089.1,38.88965141
20191027,1101.3186,414268964.5,38.88507259
20191028,1101.30336,414175886.7,38.88011172
20191029,1101.263736,413896653.4,38.86670582
20191030,1101.25764,413856184.8,38.86454545
20191031,1101.239352,413726685.2,38.85822574
20191101,1101.218016,413576951.4,38.85111867
20191102,1101.208872,413512201.7,38.84795507
20191103,1101.19668,413427217.6,38.84370811
20191104,1101.178392,413301764.9,38.83729347
20191105,1101.160104,413172265.4,38.83125527
20191106,1101.141816,413042765.9,38.82491465
20191107,1101.12048,412893032.1,38.81778373
20191108,1101.099144,412747345.1,38.81026712
20191109,1101.077808,412597611.3,38.80282683
20191110,1101.068664,412532861.5,38.79994714
20191111,1101.050376,412403362,38.79358686
20191112,1101.025992,412233393.9,38.78534513
20191113,1101.007704,412103894.4,38.77927495
20191114,1100.986368,411958207.4,38.77173032
20191115,1100.965032,411808473.6,38.76426176
20191116,1100.95284,411723489.5,38.76027953
20191117,1100.940648,411634458.6,38.75637703
20191118,1100.919312,411488771.7,38.74881568
20191119,1100.90712,411399740.7,38.74490847
20191120,1100.870544,411144788.6,38.73233296
20191121,1100.855304,411039570.2,38.72694322
20191122,1100.849208,410995054.7,38.72513538
20191123,1100.833968,410889836.4,38.71974184
20191124,1100.818728,410784618,38.71434553
20191125,1100.7852,410549900.1,38.70312965
20191126,1100.773008,410464916.1,38.69882205
20191127,1100.742528,410250432.5,38.68868705
20191128,1100.727288,410141167.3,38.68365605
20191129,1100.699856,409950964.9,38.67422336
20191130,1100.702904,409971199.2,38.67532327
20191201,1100.69376,409910496.3,38.6720232
20191202,1100.657184,409651497.2,38.65973851
20191203,1100.638896,409526044.6,38.65320838
20191204,1100.60232,409267045.5,38.64120163
20191205,1100.580984,409117311.7,38.63393767
20191206,1100.5566,408947343.6,38.62556336
20191207,1100.523072,408712625.7,38.61424608
20191208,1100.501736,408562891.9,38.60726429
20191209,1100.477352,408392923.8,38.59886751
20191210,1100.456016,408243189.9,38.59157247
20191211,1100.422488,408008472.1,38.58021609
20191212,1100.38896,407773754.2,38.56884665
20191213,1100.364576,407603786.1,38.56072021
20191214,1100.35848,407563317.5,38.55849611
20191215,1100.337144,407413583.6,38.55117138
20191216,1100.318856,407284084.1,38.54525776
20191217,1100.285328,407049366.2,38.53384792
20191218,1100.263992,406899632.4,38.52680801
20191219,1100.230464,406664914.5,38.51537673
20191220,1100.199984,406454477.8,38.50497028
20191221,1100.178648,406304744,38.49760583
20191222,1100.151216,406110494.7,38.48868415
20191223,1100.117688,405875776.8,38.47751251
20191224,1100.096352,405726043,38.47043144
20191225,1100.08416,405641059,38.46602386
20191226,1100.06892,405535840.6,38.46079604
20191227,1100.026248,405236373,38.44660443
20191228,1100.004912,405086639.1,38.43950076
20191229,1099.995768,405021889.4,38.43650958
20191230,1099.974432,404876202.4,38.4290143
20191231,1099.943952,404661314.2,38.41893956
20200101,1099.922616,404511985,38.41177712
20200102,1099.90128,404362655.9,38.40460939
20200103,1099.8708,404149386.4,38.3943551
20200104,1099.837272,403914668.5,38.3830744
20200105,1099.80984,403722442.6,38.37385247
20200106,1099.770216,403445232.7,38.36077937
20200107,1099.73364,403189471.2,38.3484017
20200108,1099.684872,402847916.2,38.33223122
20200109,1099.654392,402634646.7,38.3219
20200110,1099.605624,402293496.4,38.30564619
20200111,1099.569048,402037330.1,38.29354334
20200112,1099.541616,401845509,38.28450389
20200113,1099.495896,401525402.3,38.26925273
20200114,1099.462368,401290684.5,38.25813248
20200115,1099.441032,401141355.3,38.25084999
20200116,1099.407504,400907042.1,38.23966971
20200117,1099.370928,400650875.9,38.22748279
20200118,1099.343496,400459054.7,38.21838041
20200119,1099.32216,400309725.6,38.2113761
20200120,1099.282536,400032111,38.19811752
20200121,1099.242912,399754901.1,38.18511043
20200122,1099.218528,399584528.3,38.17700504
20200123,1099.181952,399328362,38.16504645
20200124,1099.15452,399136540.9,38.1558839
20200125,1099.120992,398901823,38.14463035
20200126,1099.087464,398667105.1,38.13367294
20200127,1099.06308,398496327.6,38.12556216
20200128,1099.035648,398304506.5,38.11636145
20200129,1099.00212,398069788.6,38.10537093
20200130,1098.968592,397835070.7,38.09436745
20200131,1098.950304,397707189.9,38.08831779
20200201,1098.928968,397557860.8,38.08121614
20200202,1098.91068,397429980,38.07515802
20200203,1098.874104,397173813.8,38.06337944
20200204,1098.846672,396981992.6,38.05411803
20200205,1098.813144,396747274.7,38.04305406
20200206,1098.779616,396512556.9,38.03228807
20200207,1098.746088,396278243.7,38.02115923
20200208,1098.718656,396086017.8,38.01220669
20200209,1098.703416,395979585.4,38.00716016
20200210,1098.679032,395808807.9,37.99925135
20200211,1098.627216,395446209.2,37.9820034
20200212,1098.60588,395296880.1,37.97513301
20200213,1098.566256,395019670.2,37.96212578
20200214,1098.523584,394721011.9,37.94803741
20200215,1098.505296,394592726.5,37.94224409
20200216,1098.487008,394464845.7,37.93609538
20200217,1098.459576,394279904.2,37.92761087
20200218,1098.435192,394095367.4,37.91907945
20200219,1098.40776,393910425.9,37.91026585
20200220,1098.365088,393611767.6,37.89641181
20200221,1098.328512,393355601.4,37.88440249
20200222,1098.304128,393185228.6,37.87666231
20200223,1098.294984,393120883.5,37.87344889
20200224,1098.273648,392971959,37.8664576
20200225,1098.227928,392662374.3,37.85233391
20200226,1098.185256,392353194.2,37.83783453
20200227,1098.16392,392203865,37.83085506
20200228,1098.13344,391990595.5,37.82091455
20200229,1098.109056,391819818,37.81315885
20200301,1098.099912,391755877.6,37.8101996
20200302,1098.063336,391499711.4,37.798392
20200303,1098.029808,391265398.2,37.78729577
20200304,1098.005424,391094620.7,37.77951101
20200305,1097.977992,390902799.5,37.77059737
20200306,1097.944464,390668081.6,37.75982236
20200307,1097.92008,390497304.2,37.75201368
20200308,1097.898744,390347975,37.7449682
20200309,1097.871312,390156153.9,37.73602052
20200310,1097.840832,389942884.3,37.72629226
20200311,1097.8134,389750658.5,37.71736525
20200312,1097.792064,389601329.4,37.71060959
20200313,1097.779872,389515940.6,37.70652629
20200314,1097.76768,389430956.5,37.70271876
20200315,1097.761584,389388059.8,37.70053678
20200316,1097.7372,389217282.3,37.69267641
20200317,1097.715864,389068357.9,37.68586281
20200318,1097.694528,388919028.8,37.6790832
20200319,1097.673192,388769699.6,37.67229839
20200320,1097.651856,388620370.5,37.66519096
20200321,1097.636616,388513533.4,37.66030911
20200322,1097.636616,388513533.4,37.66030911
20200323,1097.621376,388407101,37.65538534
20200324,1097.612232,388342755.9,37.65273097
20200325,1097.603088,388278815.5,37.6497188
20200326,1097.578704,388108442.7,37.64177435
20200327,1097.55432,387937665.2,37.63386218
20200328,1097.545176,387873724.8,37.63116177
20200329,1097.52384,387724395.7,37.6243402
20200330,1097.5086,387617558.6,37.61943581
20200331,1097.496408,387532169.8,37.61531152
20200401,1097.47812,387404289.1,37.60957962
20200402,1097.468976,387350870.5,37.6071237
20200403,1097.46288,387297856.6,37.60462781
20200404,1097.438496,387127079.1,37.59668269
20200405,1097.423256,387020242,37.59208181
20200406,1097.404968,386892361.3,37.58601583
20200407,1097.389728,386785928.8,37.58105098
20200408,1097.362296,386593703,37.57229792
20200409,1097.350104,386508314.3,37.56847143
20200410,1097.337912,386422925.5,37.56464324
20200411,1097.322672,386316493.1,37.55966647
20200412,1097.307432,386209656,37.55504569
20200413,1097.29524,386124671.9,37.55085276
20200414,1097.283048,386039283.2,37.54701688
20200415,1097.267808,385939325.7,37.54172005
20200416,1097.261712,385907760.2,37.5396767
20200417,1097.258664,385876194.7,37.53795268
20200418,1097.252568,385844629.2,37.53622837
20200419,1097.24952,385813468.4,37.5344644
20200420,1097.243424,385781902.9,37.53241979
20200421,1097.237328,385752360.8,37.53081751
20200422,1097.23428,385722818.7,37.52921497
20200423,1097.206848,385545970.9,37.51891537
20200424,1097.185512,385407973,37.51090624
20200425,1097.170272,385309634.3,37.5054338
20200426,1097.15808,385231125.2,37.50091001
20200427,1097.130648,385054277.5,37.49058426
20200428,1097.118456,384975363.7,37.48609384
20200429,1097.094072,384817940.8,37.47706806
20200430,1097.072736,384680347.6,37.46898934
20200501,1097.057496,384582008.9,37.46349583
20200502,1097.054448,384562584,37.46218069
20200503,1097.054448,384562584,37.46218069
20200504,1097.078832,384719602.1,37.47125797
20200505,1097.121504,384995193.3,37.48704657
20200506,1097.170272,385309634.3,37.5054338
20200507,1097.23428,385722818.7,37.52921497
20200508,1097.31048,386231104.3,37.55583443
20200509,1097.38668,386764480.5,37.58026477
20200510,1097.465928,387318900.3,37.60576936
20200511,1097.526888,387745844,37.62512203
20200512,1097.566512,388023054,37.63797808
20200513,1097.606136,388300263.9,37.65049811
20200514,1097.654904,388641414.2,37.66632533
20200515,1097.703672,388982969.1,37.68208559
20200516,1097.761584,389388059.8,37.70053678
20200517,1097.819496,389793555.2,37.71922691
20200518,1097.87436,390177197.5,37.73714661
20200519,1097.938368,390614663.1,37.75740751
20200520,1097.999328,391052128.7,37.77762307
20200521,1098.075528,391585100.1,37.80211959
20200522,1098.14868,392097027.9,37.82606297
20200523,1098.261456,392886570.3,37.86275715
20200524,1098.3468,393483886.8,37.89054636
20200525,1098.435192,394102247,37.91935647
20200526,1098.526632,394742055.6,37.94913918
20200527,1098.611976,395339372.1,37.97697945
20200528,1098.66684,395723419.2,37.99498269
20200529,1098.715608,396064569.5,38.01115085
20200530,1098.78876,396576497.2,38.03517601
20200531,1098.81924,396790171.5,38.04515854
20200601,1098.877152,397195262.1,38.06411896
20200602,1098.980784,397920459.5,38.09828216
20200603,1099.102704,398773942.2,38.13861299
20200604,1099.249008,399797797.8,38.18718384
20200605,1099.419696,400992026.2,38.24386969
20200606,1099.529424,401760120.2,38.28035999
20200607,1099.666584,402720035.4,38.3260261
20200608,1099.797648,403637458.6,38.37001386
20200609,1099.937856,404618417.4,38.41691565
20200610,1100.071968,405556074.9,38.46191858
20200611,1100.178648,406304744,38.49760583
20200612,1100.273136,406964382.2,38.52977101
20200613,1100.349336,407498567.7,38.55523933
20200614,1100.431632,408073221.8,38.58346484
20200615,1100.471256,408352455.2,38.59665149
20200616,1100.498688,408542657.6,38.60615721
20200617,1100.565744,409012093.3,38.62879748
20200618,1100.565744,409012093.3,38.62879748
20200619,1100.577936,409097077.4,38.63283341
20200620,1100.599272,409246811.2,38.64009814
20200621,1100.626704,409441060.5,38.6491809
20200622,1100.638896,409526044.6,38.65320838
20200623,1100.629752,409461294.8,38.65028343
20200624,1100.61756,409376310.7,38.64625471
20200625,1100.605368,409291326.7,38.64192295
20200626,1100.60232,409267045.5,38.64120163
20200627,1100.593176,409206342.6,38.63789082
20200628,1100.577936,409097077.4,38.63283341
20200629,1100.553552,408927109.3,38.62445823
20200630,1100.516976,408672157.1,38.61203331
20200701,1100.489544,408477907.8,38.60291579
20200702,1100.422488,408008472.1,38.58021609
20200703,1100.422488,408008472.1,38.58021609
20200704,1100.392008,407798035.3,38.56957491
20200705,1100.382864,407733285.6,38.56662428
20200706,1100.346288,407478333.4,38.55412678
20200707,1100.300568,407158631.5,38.53865438
20200708,1100.245704,406774179.8,38.5201927
20200709,1100.199984,406454477.8,38.50497028
20200710,1100.151216,406110494.7,38.48868415
20200711,1100.123784,405920292.3,38.4793703
20200712,1100.102448,405770558.5,38.47229069
20200713,1100.041488,405345638.2,38.4514559
20200714,1099.986624,404961186.5,38.43313338
20200715,1099.934808,404596969.1,38.41590353
20200716,1099.876896,404191878.4,38.3964222
20200717,1099.828128,403850728.1,38.37998858
20200718,1099.785456,403552069.8,38.36590645
20200719,1099.74888,403295903.6,38.3535738
20200720,1099.690968,402879886.4,38.33378188
20200721,1099.630008,402463869.2,38.31394905
20200722,1099.58124,402122718.9,38.29768158
20200723,1099.532472,401781568.6,38.28138649
20200724,1099.483704,401440013.6,38.26510228
20200725,1099.44408,401162803.7,38.25187965
20200726,1099.4136,400949534.2,38.24176992
20200727,1099.392264,400800205,38.2347829
20200728,1099.343496,400453389.1,38.21830508
20200729,1099.29168,400106977.9,38.20176006
20200730,1099.24596,399769065.1,38.18591735
20200731,1099.185,399349810.4,38.16577653
20200801,1099.148424,399093644.2,38.1538037
20200802,1099.1088,398816434.3,38.1407352
20200803,1099.038696,398325954.8,38.11740569
20200804,1098.97164,397856519.1,38.0954141
20200805,1098.898488,397344591.3,38.07123351
20200806,1098.831432,396882439.9,38.04967776
20200807,1098.767424,396420288.5,38.02776058
20200808,1098.709512,396029361.8,38.00954672
20200809,1098.654648,395638030.4,37.99102395
20200810,1098.578448,395105059,37.96609696
20200811,1098.511392,394635623.2,37.94405846
20200812,1098.435192,394102247,37.91935647
20200813,1098.36204,393590319.3,37.89534303
20200814,1098.294984,393120883.5,37.87344889
20200815,1098.24012,392737241.2,37.85579664
20200816,1098.191352,392395686.2,37.83970969
20200817,1098.1182,391883758.4,37.81611714
20200818,1098.038952,391329338.6,37.79026247
20200819,1097.9658,390817410.8,37.76654078
20200820,1097.880456,390220094.2,37.73900406
20200821,1097.816448,389772106.8,37.71845436
20200822,1097.76768,389430956.5,37.70271876
20200823,1097.709768,389025461.2,37.68399401
20200824,1097.657952,388662862.5,37.66742037
20200825,1097.593944,388214875.1,37.64670564
20200826,1097.517744,387681499,37.62213994
20200827,1097.441544,387148527.5,37.59778587
20200828,1097.37144,386657643.4,37.57533602
20200829,1097.313528,386252552.7,37.55694244
20200830,1097.258664,385880241.6,37.53819831
20200831,1097.194656,385467057.2,37.51443648
20200901,1097.145888,385152616.2,37.49638437
20200902,1097.11236,384936109.1,37.48382823
20200903,1097.072736,384680347.6,37.46898934
20200904,1097.030064,384405161.1,37.45313543
20200905,1096.984344,384110145,37.43630136
20200906,1096.95996,383952722.2,37.42723483
20200907,1096.91424,383657706.1,37.41036099
20200908,1096.865472,383333147.9,37.39151629
20200909,1096.813656,383008589.7,37.3729617
20200910,1096.77708,382772657.8,37.35926115
20200911,1096.734408,382497471.3,37.34357171
20200912,1096.697832,382261134.7,37.3301969
20200913,1096.679544,382143371.1,37.32330237
20200914,1096.649064,381946693.7,37.31216453
20200915,1096.618584,381750016.3,37.3006921
20200916,1096.585056,381533509.3,37.28855953
20200917,1096.551528,381317406.9,37.27605014
20200918,1096.511904,381061645.4,37.26125457
20200919,1096.47228,380805883.8,37.24676304
20200920,1096.447896,380648461,37.23786347
20200921,1096.408272,380392699.4,37.22334047
20200922,1096.377792,380196022,37.21209963
20200923,1096.344264,379979919.7,37.19950273
20200924,1096.295496,379665074,37.18161829
20200925,1096.246728,379350633,37.16366452
20200926,1096.216248,379153955.6,37.15236183
20200927,1096.191864,378996532.7,37.14338426
20200928,1096.140048,378662262.1,37.12437949
20200929,1096.094328,378367246,37.10768557
20200930,1096.054704,378111484.4,37.0929869
20201001,1096.008984,377816468.3,37.07624414
20201002,1095.966312,377540877.2,37.0608356
20201003,1095.92364,377265690.7,37.04503785
20201004,1095.887064,377029758.8,37.03157772
20201005,1095.844392,376754167.6,37.01610433
20201006,1095.80172,376478981.1,37.00056852
20201007,1095.762096,376223219.6,36.98605111
20201008,1095.716376,375928203.5,36.96914033
20201009,1095.676752,375672441.9,36.95490858
20201010,1095.640176,375446627.1,36.94198192
20201011,1095.606648,375220407.7,36.92907953
20201012,1095.554832,374895849.5,36.91071014
20201013,1095.506064,374571291.3,36.89263821
20201014,1095.46644,374315529.8,36.87797308
20201015,1095.42072,374014038.7,36.86086934
20201016,1095.371952,373712547.6,36.84406807
20201017,1095.326232,373410651.9,36.82694926
20201018,1095.286608,373155295,36.81248411
20201019,1095.240888,372866753.9,36.79631194
20201020,1095.198216,372578212.8,36.78011472
20201021,1095.152496,372289671.6,36.76389239
20201022,1095.112872,372033910.1,36.74971191
20201023,1095.067152,371738894,36.73308662
20201024,1095.02448,371463707.5,36.71746344
20201025,1094.990952,371247200.5,36.70531908
20201026,1094.945232,370952184.4,36.68895574
20201027,1094.899512,370657168.3,36.67223357
20201028,1094.85684,370381981.8,36.65685258
20201029,1094.820264,370146049.9,36.64356119
20201030,1094.783688,369910118,36.63058629
20201031,1094.756256,369732865.5,36.6204573
20201101,1094.731872,369575442.6,36.61169181
20201102,1094.692248,369320085.8,36.59759559
20201103,1094.649576,369044494.6,36.58214334
20201104,1094.613,368808562.7,36.56875595
20201105,1094.573376,368552801.1,36.55464079
20201106,1094.530704,368277614.6,36.53941897
20201107,1094.484984,367982598.5,36.52279058
20201108,1094.454504,367785921.1,36.51180196
20201109,1094.408784,367490905.1,36.4954648
20201110,1094.375256,367274398,36.48339405
20201111,1094.32344,366940127.4,36.46486169
20201112,1094.286864,366704195.5,36.45165839
20201113,1094.232,366350095.2,36.43201002
20201114,1094.195424,366114163.3,36.41876427
20201115,1094.158848,365878231.3,36.40583856
20201116,1094.122272,365641894.7,36.39259911
20201117,1094.073504,365327453.7,36.37530288
20201118,1094.030832,365051862.5,36.36018959
20201119,1093.994256,364815930.6,36.34685026
20201120,1093.95768,364579998.7,36.33383198
20201121,1093.921104,364344066.7,36.32079685
20201122,1093.887576,364127559.7,36.30885668
20201123,1093.841856,363832543.6,36.29252971
20201124,1093.793088,363518102.6,36.27506084
20201125,1093.74432,363203256.9,36.25794173
20201126,1093.722984,363065663.6,36.25027899
20201127,1093.665072,362691733.8,36.22983712
20201128,1093.619352,362396717.7,36.21338114
20201129,1093.582776,362160785.7,36.20052954
20201130,1093.537056,361865769.7,36.18436639
20201201,1093.488288,361551328.6,36.16704958
20201202,1093.436472,361216653.3,36.14865431
20201203,1093.372464,360803873.6,36.12608071
20201204,1093.323696,360489027.9,36.10870258
20201205,1093.268832,360134927.6,36.08940543
20201206,1093.22616,359859741.2,36.07415731
20201207,1093.171296,359505640.9,36.05479235
20201208,1093.116432,359151540.7,36.03538921
20201209,1093.061568,358797845.1,36.01625092
20201210,1093.006704,358443744.8,35.99677139
20201211,1092.945744,358050390,35.97534119
20201212,1092.884784,357657035.3,35.95386384
20201213,1092.84516,357401273.7,35.93990361
20201214,1092.778104,356968664.4,35.91642375
20201215,1092.714096,356555480,35.89404498
20201216,1092.656184,356181954.8,35.87385365
20201217,1092.598272,355808024.9,35.85366071
20201218,1092.543408,355454329.4,35.83416158
20201219,1092.491592,355119654,35.81617879
20201220,1092.44892,354844467.6,35.80119849
20201221,1092.394056,354490367.3,35.78233078
20201222,1092.345288,354175926.3,35.76534123
20201223,1092.293472,353831538.5,35.74646659
20201224,1092.238608,353487555.4,35.72821215
20201225,1092.186792,353152880.1,35.7100288
20201226,1092.12888,352779354.9,35.68979754
20201227,1092.095352,352562847.9,35.67847766
20201228,1092.025248,352110813.6,35.65386878
20201229,1091.973432,351776138.3,35.63589418
20201230,1091.924664,351461697.3,35.61899338
20201231,1091.857608,351029087.9,35.59577491
20210101,1091.811888,350734071.9,35.57999682
20210102,1091.769216,350458480.7,35.56538859
20210103,1091.73264,350222548.7,35.55271899
20210104,1091.665584,349796414.4,35.53008914
20210105,1091.601576,349370280,35.50740408
20210106,1091.53452,348944145.7,35.48466362
20210107,1091.470512,348530961.3,35.46267338
20210108,1091.409552,348137606.5,35.44180105
20210109,1091.354688,347783910.9,35.42280074
20210110,1091.315064,347528149.4,35.40925984
20210111,1091.24496,347065997.9,35.38472603
20210112,1091.171808,346603846.5,35.36023355
20210113,1091.1078,346192280.9,35.33820847
20210114,1091.04684,345800544.8,35.31724477
20210115,1090.973688,345329895,35.29219061
20210116,1090.921872,344996838.4,35.27441896
20210117,1090.882248,344741886.3,35.26086195
20210118,1090.830432,344408829.7,35.24313711
20210119,1090.77252,344036518.6,35.22333797
20210120,1090.693272,343527018.9,35.1962621
20210121,1090.632312,343134878.1,35.17548232
20210122,1090.577448,342781992,35.15681848
20210123,1090.531728,342488189.9,35.14123823
20210124,1090.486008,342194387.9,35.12566728
20210125,1090.418952,341762992.6,35.10291073
20210126,1090.357992,341370851.9,35.08224153
20210127,1090.30008,340998540.8,35.06259675
20210128,1090.242168,340626229.6,35.04298145
20210129,1090.190352,340293173.1,35.02540895
20210130,1090.138536,339960116.5,35.00791086
20210131,1090.10196,339724589.2,34.99558275
20210201,1090.053192,339410957.6,34.9791133
20210202,1089.989184,338999391.9,34.95754085
20210203,1089.958704,338803523.9,34.94727778
